teacher_id,teacher_name,teacher_faculty,teacher_email
029582,Bùi Thanh Tú,Khoa Kĩ thuật máy tính,tu.bt029582@sis.hust.edu.vn
028783,Vũ Anh Hương,Khoa Kĩ thuật máy tính,huong.va028783@sis.hust.edu.vn
034863,Hồ Anh Thảo,Khoa Ngoại ngữ,thao.ha034863@sis.hust.edu.vn
069316,Hồ Anh Thảo,Khoa Công nghệ giáo dục,thao.ha069316@sis.hust.edu.vn
024724,Hồ Thanh Thảo,Khoa Kĩ thuật máy tính,thao.ht024724@sis.hust.edu.vn
035412,Phạm Văn Trang,Khoa Ngoại ngữ,trang.pv035412@sis.hust.edu.vn
028057,Phạm Việt Hương,Khoa Kĩ thuật máy tính,huong.pv028057@sis.hust.edu.vn
015231,Trần Xuân Huy,Khoa Khoa học máy tính,huy.tx015231@sis.hust.edu.vn
029310,Đỗ Việt Tú,Khoa Kĩ thuật máy tính,tu.dv029310@sis.hust.edu.vn
053255,Bùi Xuân Dũng,Khoa Cơ khí,dung.bx053255@sis.hust.edu.vn
028588,Đặng Thanh Trang,Khoa Kĩ thuật máy tính,trang.dt028588@sis.hust.edu.vn
059250,Phạm Anh Thảo,Khoa Cơ khí,thao.pa059250@sis.hust.edu.vn
065086,Hoàng Xuân Tú,Khoa Công nghệ giáo dục,tu.hx065086@sis.hust.edu.vn
064048,Phạm Ngọc Linh,Khoa Công nghệ giáo dục,linh.pn064048@sis.hust.edu.vn
035068,Nguyễn Minh Trang,Khoa Ngoại ngữ,trang.nm035068@sis.hust.edu.vn
035917,Hồ Thanh Anh,Khoa Ngoại ngữ,anh.ht035917@sis.hust.edu.vn
058664,Trần Anh Hương,Khoa Cơ khí,huong.ta058664@sis.hust.edu.vn
063357,Trần Thanh Sơn,Khoa Công nghệ giáo dục,son.tt063357@sis.hust.edu.vn
037592,Trần Xuân Anh,Khoa Ngoại ngữ,anh.tx037592@sis.hust.edu.vn
