student_id,student_name,student_dob,student_email,student_major
20226634,Hoàng Thị Thảo,2004-05-28,thao.ht226634@sis.hust.edu.vn,IT-E7
20208110,Đỗ Việt Trang,2002-04-26,trang.dv208110@sis.hust.edu.vn,IT-E10
20206202,Phạm Việt Linh,2002-08-02,linh.pv206202@sis.hust.edu.vn,IT-E15
20246439,Hoàng Ngọc Anh,2006-02-08,anh.hn246439@sis.hust.edu.vn,IT-EP
20245864,Lê Thanh Thảo,2006-10-15,thao.lt245864@sis.hust.edu.vn,IT-E10
20228150,Hồ Xuân Trang,2004-05-28,trang.hx228150@sis.hust.edu.vn,IT1
20239193,Hồ Ngọc Dũng,2005-02-12,dung.hn239193@sis.hust.edu.vn,IT1
20225203,Đỗ Thanh Sơn,2004-06-03,son.dt225203@sis.hust.edu.vn,IT-E6
20248866,Hoàng Huy Sơn,2006-12-04,son.hh248866@sis.hust.edu.vn,IT-EP
20236287,Nguyễn Văn Thảo,2005-11-20,thao.nv236287@sis.hust.edu.vn,IT2
20242671,Lê Thanh Tú,2006-06-06,tu.lt242671@sis.hust.edu.vn,IT-EP
20229854,Đỗ Ngọc Sơn,2004-11-20,son.dn229854@sis.hust.edu.vn,IT2
20221651,Phạm Minh Linh,2004-04-23,linh.pm221651@sis.hust.edu.vn,IT1
20212793,Đỗ Anh Dũng,2003-09-12,dung.da212793@sis.hust.edu.vn,IT1
20212025,Đặng Anh Nam,2003-01-26,nam.da212025@sis.hust.edu.vn,IT2
20238356,Hoàng Huy Huy,2005-05-03,huy.hh238356@sis.hust.edu.vn,IT2
20215909,Đặng Huy Sơn,2003-10-16,son.dh215909@sis.hust.edu.vn,IT1
20204032,Đặng Văn Tú,2002-01-01,tu.dv204032@sis.hust.edu.vn,IT-E6
20222566,Hồ Xuân Thảo,2004-06-27,thao.hx222566@sis.hust.edu.vn,IT2
20236050,Bùi Ngọc Dũng,2005-06-05,dung.bn236050@sis.hust.edu.vn,IT1
20218456,Trần Huy Linh,2003-08-19,linh.th218456@sis.hust.edu.vn,IT-E10
20235384,Lê Anh Dũng,2005-08-03,dung.la235384@sis.hust.edu.vn,IT-E15
20234574,Phạm Văn Thảo,2005-10-16,thao.pv234574@sis.hust.edu.vn,IT-E7
20218088,Nguyễn Huy Linh,2003-02-27,linh.nh218088@sis.hust.edu.vn,IT1
20247427,Hoàng Huy Nam,2006-05-26,nam.hh247427@sis.hust.edu.vn,IT-E10
20245236,Hồ Văn Huy,2006-05-14,huy.hv245236@sis.hust.edu.vn,IT-E15
20218674,Nguyễn Anh Huy,2003-05-06,huy.na218674@sis.hust.edu.vn,IT-EP
20219358,Bùi Huy Sơn,2003-10-14,son.bh219358@sis.hust.edu.vn,IT2
20248859,Lê Anh Tú,2006-03-11,tu.la248859@sis.hust.edu.vn,IT-E7
20211753,Lê Văn Trang,2003-02-26,trang.lv211753@sis.hust.edu.vn,IT-E6
20228149,Bùi Văn Anh,2004-04-10,anh.bv228149@sis.hust.edu.vn,IT-E6
20216534,Lê Huy Trang,2003-09-12,trang.lh216534@sis.hust.edu.vn,IT-EP
20227049,Lê Quang Huy,2004-04-17,huy.lq227049@sis.hust.edu.vn,IT-E6
20235912,Hồ Xuân Thảo,2005-06-24,thao.hx235912@sis.hust.edu.vn,IT-E7
20233286,Hoàng Thanh Tú,2005-03-18,tu.ht233286@sis.hust.edu.vn,IT1
20215985,Hoàng Xuân Linh,2003-11-21,linh.hx215985@sis.hust.edu.vn,IT2
20233647,Hoàng Việt Huy,2005-03-19,huy.hv233647@sis.hust.edu.vn,IT-E6
20228484,Đặng Ngọc Nam,2004-06-06,nam.dn228484@sis.hust.edu.vn,IT-E6
20234214,Lê Thanh Nam,2005-07-12,nam.lt234214@sis.hust.edu.vn,IT2
20236484,Đặng Minh Thảo,2005-02-26,thao.dm236484@sis.hust.edu.vn,IT1
20211617,Trần Thanh Huy,2003-01-18,huy.tt211617@sis.hust.edu.vn,IT-E6
20248235,Hoàng Thanh Hương,2006-02-01,huong.ht248235@sis.hust.edu.vn,IT-E6
20229844,Đặng Thị Sơn,2004-04-16,son.dt229844@sis.hust.edu.vn,IT2
20201992,Hồ Thị Dũng,2002-09-16,dung.ht201992@sis.hust.edu.vn,IT-E15
20222984,Phạm Việt Hương,2004-05-23,huong.pv222984@sis.hust.edu.vn,IT-EP
20214117,Hoàng Minh Hương,2003-10-05,huong.hm214117@sis.hust.edu.vn,IT2
20244566,Phạm Ngọc Trang,2006-03-26,trang.pn244566@sis.hust.edu.vn,IT-E15
20224461,Hồ Minh Anh,2004-06-02,anh.hm224461@sis.hust.edu.vn,IT-EP
20234677,Phạm Việt Tú,2005-05-12,tu.pv234677@sis.hust.edu.vn,IT2
20229350,Lê Ngọc Hương,2004-11-16,huong.ln229350@sis.hust.edu.vn,IT-E10
20209069,Bùi Thanh Anh,2002-08-06,anh.bt209069@sis.hust.edu.vn,IT-E7
20203823,Hoàng Quang Dũng,2002-06-06,dung.hq203823@sis.hust.edu.vn,IT-E10
20233410,Vũ Huy Dũng,2005-07-21,dung.vh233410@sis.hust.edu.vn,IT1
20208434,Nguyễn Ngọc Nam,2002-06-04,nam.nn208434@sis.hust.edu.vn,IT-E6
20249279,Đặng Thanh Hương,2006-02-24,huong.dt249279@sis.hust.edu.vn,IT-EP
20229931,Phạm Văn Linh,2004-01-09,linh.pv229931@sis.hust.edu.vn,IT-E7
20235138,Nguyễn Minh Tú,2005-07-12,tu.nm235138@sis.hust.edu.vn,IT-E10
20202030,Vũ Văn Nam,2002-06-10,nam.vv202030@sis.hust.edu.vn,IT2
20207754,Lê Việt Linh,2002-11-19,linh.lv207754@sis.hust.edu.vn,IT-E15
20211320,Lê Thanh Thảo,2003-03-13,thao.lt211320@sis.hust.edu.vn,IT1
20221389,Bùi Xuân Thảo,2004-06-06,thao.bx221389@sis.hust.edu.vn,IT-E6
20209583,Trần Quang Dũng,2002-08-24,dung.tq209583@sis.hust.edu.vn,IT-E7
20236426,Phạm Thị Huy,2005-08-08,huy.pt236426@sis.hust.edu.vn,IT1
20216671,Nguyễn Thị Thảo,2003-05-05,thao.nt216671@sis.hust.edu.vn,IT1
20204149,Đỗ Việt Sơn,2002-02-08,son.dv204149@sis.hust.edu.vn,IT-EP
20227469,Hồ Ngọc Hương,2004-11-15,huong.hn227469@sis.hust.edu.vn,IT-E15
20219910,Lê Thị Tú,2003-09-21,tu.lt219910@sis.hust.edu.vn,IT2
20218532,Nguyễn Xuân Huy,2003-04-04,huy.nx218532@sis.hust.edu.vn,IT-E10
20201861,Bùi Minh Sơn,2002-02-27,son.bm201861@sis.hust.edu.vn,IT-E7
20208275,Nguyễn Văn Nam,2002-07-09,nam.nv208275@sis.hust.edu.vn,IT-EP
20218738,Đặng Ngọc Huy,2003-03-03,huy.dn218738@sis.hust.edu.vn,IT-EP
20232765,Đỗ Xuân Tú,2005-03-03,tu.dx232765@sis.hust.edu.vn,IT-E15
20206559,Lê Ngọc Anh,2002-10-25,anh.ln206559@sis.hust.edu.vn,IT-E6
20241182,Trần Minh Linh,2006-10-04,linh.tm241182@sis.hust.edu.vn,IT-E15
20242932,Vũ Anh Dũng,2006-12-25,dung.va242932@sis.hust.edu.vn,IT2
20223767,Hồ Văn Linh,2004-09-25,linh.hv223767@sis.hust.edu.vn,IT1
20226971,Vũ Thanh Thảo,2004-04-03,thao.vt226971@sis.hust.edu.vn,IT1
20243840,Vũ Thanh Tú,2006-08-14,tu.vt243840@sis.hust.edu.vn,IT-E10
20242247,Hồ Huy Linh,2006-07-19,linh.hh242247@sis.hust.edu.vn,IT2
20226547,Trần Xuân Nam,2004-07-11,nam.tx226547@sis.hust.edu.vn,IT-E7
20216549,Đặng Thanh Thảo,2003-03-23,thao.dt216549@sis.hust.edu.vn,IT2
20203179,Bùi Thanh Anh,2002-02-09,anh.bt203179@sis.hust.edu.vn,IT-E6
20229439,Hồ Thanh Thảo,2004-10-18,thao.ht229439@sis.hust.edu.vn,IT-E15
20217668,Phạm Minh Linh,2003-03-05,linh.pm217668@sis.hust.edu.vn,IT-E6
20214805,Lê Việt Tú,2003-11-25,tu.lv214805@sis.hust.edu.vn,IT1
20227258,Đỗ Thị Hương,2004-10-15,huong.dt227258@sis.hust.edu.vn,IT1
20235976,Hoàng Việt Linh,2005-05-04,linh.hv235976@sis.hust.edu.vn,IT-E6
20249219,Đặng Anh Dũng,2006-10-10,dung.da249219@sis.hust.edu.vn,IT-E7
20249194,Đỗ Văn Trang,2006-03-12,trang.dv249194@sis.hust.edu.vn,IT-E7
20231954,Hồ Thị Hương,2005-09-08,huong.ht231954@sis.hust.edu.vn,IT1
20204719,Bùi Thanh Trang,2002-12-07,trang.bt204719@sis.hust.edu.vn,IT1
20226936,Hồ Quang Thảo,2004-01-22,thao.hq226936@sis.hust.edu.vn,IT-E7
20206910,Phạm Ngọc Nam,2002-02-16,nam.pn206910@sis.hust.edu.vn,IT-E15
20203173,Phạm Thị Thảo,2002-04-28,thao.pt203173@sis.hust.edu.vn,IT1
20223205,Hồ Ngọc Hương,2004-11-26,huong.hn223205@sis.hust.edu.vn,IT-E7
20247576,Vũ Quang Thảo,2006-06-16,thao.vq247576@sis.hust.edu.vn,IT-EP
20248577,Đỗ Anh Nam,2006-06-21,nam.da248577@sis.hust.edu.vn,IT-E6
20217994,Đặng Xuân Anh,2003-05-27,anh.dx217994@sis.hust.edu.vn,IT-E7
20236605,Trần Huy Linh,2005-05-11,linh.th236605@sis.hust.edu.vn,IT-E6
20233241,Phạm Minh Trang,2005-10-23,trang.pm233241@sis.hust.edu.vn,IT2
20232903,Lê Anh Anh,2005-08-01,anh.la232903@sis.hust.edu.vn,IT-EP
20229218,Đỗ Việt Sơn,2004-02-10,son.dv229218@sis.hust.edu.vn,IT-EP
20207435,Nguyễn Văn Linh,2002-04-09,linh.nv207435@sis.hust.edu.vn,IT1
20243402,Đặng Việt Dũng,2006-10-13,dung.dv243402@sis.hust.edu.vn,IT2
20206542,Đặng Thanh Thảo,2002-06-27,thao.dt206542@sis.hust.edu.vn,IT-E6
20229126,Đỗ Văn Tú,2004-08-02,tu.dv229126@sis.hust.edu.vn,IT-E6
20212532,Phạm Việt Trang,2003-05-18,trang.pv212532@sis.hust.edu.vn,IT2
20211499,Bùi Quang Dũng,2003-10-13,dung.bq211499@sis.hust.edu.vn,IT-E15
20212939,Hồ Quang Trang,2003-08-10,trang.hq212939@sis.hust.edu.vn,IT2
20236756,Phạm Thị Tú,2005-11-26,tu.pt236756@sis.hust.edu.vn,IT-E7
20243677,Hoàng Huy Dũng,2006-04-09,dung.hh243677@sis.hust.edu.vn,IT-E10
20233968,Nguyễn Anh Anh,2005-08-27,anh.na233968@sis.hust.edu.vn,IT-E6
20226347,Đặng Minh Nam,2004-11-25,nam.dm226347@sis.hust.edu.vn,IT-E15
20205120,Đặng Quang Thảo,2002-04-14,thao.dq205120@sis.hust.edu.vn,IT1
20243560,Vũ Văn Sơn,2006-11-05,son.vv243560@sis.hust.edu.vn,IT1
20234319,Hồ Xuân Huy,2005-03-08,huy.hx234319@sis.hust.edu.vn,IT-E15
20247913,Đặng Thị Nam,2006-01-12,nam.dt247913@sis.hust.edu.vn,IT-E6
20204411,Bùi Ngọc Hương,2002-08-23,huong.bn204411@sis.hust.edu.vn,IT2
20237243,Vũ Văn Dũng,2005-10-21,dung.vv237243@sis.hust.edu.vn,IT-E10
20227483,Hoàng Ngọc Sơn,2004-08-18,son.hn227483@sis.hust.edu.vn,IT-E6
20234526,Bùi Việt Dũng,2005-11-18,dung.bv234526@sis.hust.edu.vn,IT-E6
20205936,Vũ Thị Thảo,2002-07-22,thao.vt205936@sis.hust.edu.vn,IT-E15
20218925,Hoàng Huy Linh,2003-06-06,linh.hh218925@sis.hust.edu.vn,IT-EP
20219981,Đặng Thanh Sơn,2003-09-20,son.dt219981@sis.hust.edu.vn,IT-EP
20207950,Đỗ Thanh Trang,2002-10-11,trang.dt207950@sis.hust.edu.vn,IT2
20209375,Bùi Xuân Tú,2002-10-18,tu.bx209375@sis.hust.edu.vn,IT-E10
20246324,Lê Ngọc Trang,2006-01-18,trang.ln246324@sis.hust.edu.vn,IT-E10
20202588,Đỗ Thanh Trang,2002-02-05,trang.dt202588@sis.hust.edu.vn,IT-E6
20244497,Vũ Thanh Tú,2006-08-08,tu.vt244497@sis.hust.edu.vn,IT-E10
20241254,Lê Quang Anh,2006-10-23,anh.lq241254@sis.hust.edu.vn,IT-E10
20218064,Nguyễn Xuân Huy,2003-10-02,huy.nx218064@sis.hust.edu.vn,IT1
20206239,Bùi Quang Sơn,2002-04-16,son.bq206239@sis.hust.edu.vn,IT-E7
20228158,Bùi Văn Trang,2004-11-19,trang.bv228158@sis.hust.edu.vn,IT2
20244682,Phạm Văn Huy,2006-10-13,huy.pv244682@sis.hust.edu.vn,IT-E10
20217320,Lê Anh Tú,2003-03-08,tu.la217320@sis.hust.edu.vn,IT-E7
20231706,Nguyễn Văn Anh,2005-05-07,anh.nv231706@sis.hust.edu.vn,IT-E15
20246822,Hồ Minh Linh,2006-05-26,linh.hm246822@sis.hust.edu.vn,IT1
20207025,Hoàng Ngọc Sơn,2002-03-21,son.hn207025@sis.hust.edu.vn,IT1
20243614,Hồ Xuân Dũng,2006-06-10,dung.hx243614@sis.hust.edu.vn,IT1
20235473,Nguyễn Anh Dũng,2005-02-06,dung.na235473@sis.hust.edu.vn,IT-E7
20227816,Nguyễn Ngọc Nam,2004-12-28,nam.nn227816@sis.hust.edu.vn,IT-EP
20224811,Bùi Minh Hương,2004-11-16,huong.bm224811@sis.hust.edu.vn,IT-EP
20229351,Đặng Thị Hương,2004-12-16,huong.dt229351@sis.hust.edu.vn,IT-E10
20238371,Vũ Văn Sơn,2005-06-01,son.vv238371@sis.hust.edu.vn,IT-E15
20225243,Phạm Quang Nam,2004-10-02,nam.pq225243@sis.hust.edu.vn,IT1
20242765,Hoàng Xuân Dũng,2006-07-25,dung.hx242765@sis.hust.edu.vn,IT-E6
20213168,Vũ Quang Tú,2003-06-15,tu.vq213168@sis.hust.edu.vn,IT2
20208427,Trần Thị Thảo,2002-07-17,thao.tt208427@sis.hust.edu.vn,IT2
20228993,Nguyễn Quang Linh,2004-07-12,linh.nq228993@sis.hust.edu.vn,IT-E10
20205150,Đỗ Quang Trang,2002-08-19,trang.dq205150@sis.hust.edu.vn,IT2
20226025,Bùi Việt Trang,2004-06-10,trang.bv226025@sis.hust.edu.vn,IT1
20227260,Trần Thị Sơn,2004-07-16,son.tt227260@sis.hust.edu.vn,IT-E7
20216950,Đỗ Thị Dũng,2003-03-11,dung.dt216950@sis.hust.edu.vn,IT-EP
20219104,Nguyễn Thanh Huy,2003-11-11,huy.nt219104@sis.hust.edu.vn,IT1
20224334,Lê Việt Tú,2004-02-19,tu.lv224334@sis.hust.edu.vn,IT-E10
20232366,Trần Minh Dũng,2005-07-16,dung.tm232366@sis.hust.edu.vn,IT-E15
20243141,Bùi Anh Tú,2006-06-05,tu.ba243141@sis.hust.edu.vn,IT-E15
20203486,Đặng Thanh Linh,2002-04-04,linh.dt203486@sis.hust.edu.vn,IT-E7
20223829,Nguyễn Huy Huy,2004-06-10,huy.nh223829@sis.hust.edu.vn,IT1
20246047,Đỗ Xuân Huy,2006-09-14,huy.dx246047@sis.hust.edu.vn,IT-E10
20222383,Lê Ngọc Sơn,2004-08-15,son.ln222383@sis.hust.edu.vn,IT-E10
20235691,Hoàng Việt Dũng,2005-06-18,dung.hv235691@sis.hust.edu.vn,IT-E6
20248120,Hoàng Xuân Anh,2006-04-02,anh.hx248120@sis.hust.edu.vn,IT2
20244302,Hoàng Thanh Nam,2006-05-14,nam.ht244302@sis.hust.edu.vn,IT-E6
20209991,Trần Ngọc Dũng,2002-09-18,dung.tn209991@sis.hust.edu.vn,IT-E6
20247833,Trần Xuân Trang,2006-09-15,trang.tx247833@sis.hust.edu.vn,IT-E10
20213401,Đỗ Anh Hương,2003-12-12,huong.da213401@sis.hust.edu.vn,IT2
20233813,Hoàng Minh Huy,2005-01-06,huy.hm233813@sis.hust.edu.vn,IT-E10
20215142,Vũ Quang Linh,2003-12-04,linh.vq215142@sis.hust.edu.vn,IT-E15
20241444,Bùi Minh Anh,2006-03-08,anh.bm241444@sis.hust.edu.vn,IT-E15
20227104,Hồ Việt Linh,2004-09-09,linh.hv227104@sis.hust.edu.vn,IT-E10
20246257,Hoàng Thị Sơn,2006-05-10,son.ht246257@sis.hust.edu.vn,IT2
20221601,Đặng Anh Trang,2004-07-04,trang.da221601@sis.hust.edu.vn,IT-EP
20238709,Lê Thị Sơn,2005-10-01,son.lt238709@sis.hust.edu.vn,IT1
20223289,Hồ Thị Nam,2004-09-27,nam.ht223289@sis.hust.edu.vn,IT-E15
20216782,Hoàng Anh Huy,2003-07-19,huy.ha216782@sis.hust.edu.vn,IT-E15
20232538,Trần Văn Thảo,2005-10-16,thao.tv232538@sis.hust.edu.vn,IT-E7
20229291,Phạm Quang Dũng,2004-07-14,dung.pq229291@sis.hust.edu.vn,IT-E10
20216291,Đặng Anh Thảo,2003-03-23,thao.da216291@sis.hust.edu.vn,IT-E15
20237616,Vũ Thanh Dũng,2005-06-21,dung.vt237616@sis.hust.edu.vn,IT-E6
20237033,Đỗ Anh Sơn,2005-07-01,son.da237033@sis.hust.edu.vn,IT-E15
20237136,Vũ Quang Dũng,2005-07-24,dung.vq237136@sis.hust.edu.vn,IT1
20214326,Vũ Việt Hương,2003-06-17,huong.vv214326@sis.hust.edu.vn,IT-E6
20223165,Phạm Ngọc Linh,2004-06-19,linh.pn223165@sis.hust.edu.vn,IT-E7
20247799,Bùi Xuân Dũng,2006-11-13,dung.bx247799@sis.hust.edu.vn,IT1
20228766,Bùi Xuân Tú,2004-01-15,tu.bx228766@sis.hust.edu.vn,IT-EP
20212422,Trần Anh Tú,2003-12-07,tu.ta212422@sis.hust.edu.vn,IT-EP
20223539,Lê Anh Dũng,2004-12-07,dung.la223539@sis.hust.edu.vn,IT-EP
20201585,Nguyễn Văn Sơn,2002-06-16,son.nv201585@sis.hust.edu.vn,IT-EP
20225499,Bùi Xuân Huy,2004-07-06,huy.bx225499@sis.hust.edu.vn,IT1
20202302,Phạm Minh Tú,2002-10-14,tu.pm202302@sis.hust.edu.vn,IT-E6
20239469,Bùi Anh Anh,2005-01-17,anh.ba239469@sis.hust.edu.vn,IT-EP
20233234,Hồ Văn Sơn,2005-01-27,son.hv233234@sis.hust.edu.vn,IT2
20244123,Lê Huy Trang,2006-01-15,trang.lh244123@sis.hust.edu.vn,IT-E10
20221818,Hoàng Huy Dũng,2004-04-10,dung.hh221818@sis.hust.edu.vn,IT2
20203941,Trần Việt Dũng,2002-07-12,dung.tv203941@sis.hust.edu.vn,IT-E6
20206523,Nguyễn Thị Tú,2002-09-02,tu.nt206523@sis.hust.edu.vn,IT-EP
20221269,Lê Anh Sơn,2004-01-17,son.la221269@sis.hust.edu.vn,IT-E6
20205929,Vũ Quang Nam,2002-08-22,nam.vq205929@sis.hust.edu.vn,IT-E6
20247896,Nguyễn Huy Thảo,2006-01-25,thao.nh247896@sis.hust.edu.vn,IT1
20211484,Vũ Thanh Hương,2003-03-20,huong.vt211484@sis.hust.edu.vn,IT2
20206046,Hồ Xuân Hương,2002-10-10,huong.hx206046@sis.hust.edu.vn,IT-EP
20227738,Phạm Ngọc Sơn,2004-01-25,son.pn227738@sis.hust.edu.vn,IT-EP
20228330,Lê Huy Huy,2004-11-10,huy.lh228330@sis.hust.edu.vn,IT-E10
20216663,Bùi Quang Dũng,2003-08-10,dung.bq216663@sis.hust.edu.vn,IT-E7
20218990,Đặng Thanh Sơn,2003-10-06,son.dt218990@sis.hust.edu.vn,IT2
20243990,Hồ Thanh Hương,2006-11-21,huong.ht243990@sis.hust.edu.vn,IT2
20219541,Bùi Minh Tú,2003-03-28,tu.bm219541@sis.hust.edu.vn,IT-E15
20238450,Lê Quang Tú,2005-06-15,tu.lq238450@sis.hust.edu.vn,IT-E6
20229234,Vũ Văn Dũng,2004-09-19,dung.vv229234@sis.hust.edu.vn,IT-E10
20246944,Phạm Thanh Hương,2006-10-24,huong.pt246944@sis.hust.edu.vn,IT-E6
20218829,Đỗ Quang Hương,2003-09-22,huong.dq218829@sis.hust.edu.vn,IT-EP
20206699,Hoàng Anh Tú,2002-12-22,tu.ha206699@sis.hust.edu.vn,IT-E6
20237491,Hồ Xuân Sơn,2005-02-07,son.hx237491@sis.hust.edu.vn,IT2
20218697,Lê Quang Huy,2003-01-12,huy.lq218697@sis.hust.edu.vn,IT-E10
20216600,Nguyễn Văn Dũng,2003-06-03,dung.nv216600@sis.hust.edu.vn,IT-E6
20204070,Trần Quang Sơn,2002-08-17,son.tq204070@sis.hust.edu.vn,IT2
20203122,Nguyễn Thị Tú,2002-12-08,tu.nt203122@sis.hust.edu.vn,IT-E10
20214990,Nguyễn Xuân Dũng,2003-06-14,dung.nx214990@sis.hust.edu.vn,IT-EP
20237556,Vũ Thị Thảo,2005-05-13,thao.vt237556@sis.hust.edu.vn,IT-E10
20201017,Vũ Văn Hương,2002-01-19,huong.vv201017@sis.hust.edu.vn,IT-E15
20249382,Lê Văn Sơn,2006-02-18,son.lv249382@sis.hust.edu.vn,IT-E15
20221062,Đỗ Ngọc Nam,2004-12-23,nam.dn221062@sis.hust.edu.vn,IT-E15
20209063,Nguyễn Ngọc Sơn,2002-03-03,son.nn209063@sis.hust.edu.vn,IT-E10
20204058,Đỗ Anh Thảo,2002-03-14,thao.da204058@sis.hust.edu.vn,IT-E6
20208840,Đỗ Văn Dũng,2002-12-27,dung.dv208840@sis.hust.edu.vn,IT2
20215653,Nguyễn Minh Tú,2003-09-06,tu.nm215653@sis.hust.edu.vn,IT-E15
20243555,Lê Việt Huy,2006-12-13,huy.lv243555@sis.hust.edu.vn,IT-EP
20241208,Hồ Huy Sơn,2006-11-16,son.hh241208@sis.hust.edu.vn,IT-E15
20237008,Phạm Minh Tú,2005-03-04,tu.pm237008@sis.hust.edu.vn,IT-E10
20205853,Hồ Xuân Linh,2002-09-05,linh.hx205853@sis.hust.edu.vn,IT-E10
20235361,Trần Ngọc Dũng,2005-05-12,dung.tn235361@sis.hust.edu.vn,IT-E10
20242345,Đặng Ngọc Sơn,2006-12-22,son.dn242345@sis.hust.edu.vn,IT1
20235985,Bùi Quang Linh,2005-12-24,linh.bq235985@sis.hust.edu.vn,IT2
20232456,Trần Thị Anh,2005-09-06,anh.tt232456@sis.hust.edu.vn,IT-E7
20226853,Phạm Xuân Huy,2004-12-11,huy.px226853@sis.hust.edu.vn,IT-E6
20217336,Lê Huy Thảo,2003-06-21,thao.lh217336@sis.hust.edu.vn,IT-E7
20219432,Đặng Anh Anh,2003-05-22,anh.da219432@sis.hust.edu.vn,IT-E7
20224662,Nguyễn Thị Dũng,2004-08-11,dung.nt224662@sis.hust.edu.vn,IT-E7
20241467,Đỗ Việt Nam,2006-03-02,nam.dv241467@sis.hust.edu.vn,IT1
20219853,Đỗ Quang Anh,2003-10-25,anh.dq219853@sis.hust.edu.vn,IT-E6
20208170,Bùi Ngọc Nam,2002-06-01,nam.bn208170@sis.hust.edu.vn,IT-E6
20207821,Bùi Thanh Sơn,2002-10-06,son.bt207821@sis.hust.edu.vn,IT-E7
20242051,Đỗ Văn Huy,2006-10-06,huy.dv242051@sis.hust.edu.vn,IT2
20217567,Lê Huy Anh,2003-02-02,anh.lh217567@sis.hust.edu.vn,IT-E7
20234955,Vũ Văn Hương,2005-02-28,huong.vv234955@sis.hust.edu.vn,IT1
20233560,Lê Ngọc Huy,2005-01-15,huy.ln233560@sis.hust.edu.vn,IT-E7
20244616,Phạm Văn Thảo,2006-04-11,thao.pv244616@sis.hust.edu.vn,IT-E6
20238609,Đỗ Huy Sơn,2005-07-25,son.dh238609@sis.hust.edu.vn,IT1
20243602,Đặng Thị Hương,2006-11-12,huong.dt243602@sis.hust.edu.vn,IT2
20237480,Đặng Xuân Thảo,2005-01-20,thao.dx237480@sis.hust.edu.vn,IT1
20241618,Vũ Minh Huy,2006-09-03,huy.vm241618@sis.hust.edu.vn,IT2
20244110,Hồ Quang Thảo,2006-08-23,thao.hq244110@sis.hust.edu.vn,IT1
20217079,Nguyễn Anh Anh,2003-10-05,anh.na217079@sis.hust.edu.vn,IT2
20235762,Vũ Huy Dũng,2005-07-24,dung.vh235762@sis.hust.edu.vn,IT-E10
20243481,Hồ Việt Huy,2006-02-10,huy.hv243481@sis.hust.edu.vn,IT-EP
20226512,Hồ Thị Sơn,2004-03-17,son.ht226512@sis.hust.edu.vn,IT-E7
20236482,Phạm Thị Trang,2005-01-28,trang.pt236482@sis.hust.edu.vn,IT-E15
20214216,Phạm Anh Thảo,2003-09-01,thao.pa214216@sis.hust.edu.vn,IT-E10
20245138,Đỗ Việt Trang,2006-03-13,trang.dv245138@sis.hust.edu.vn,IT-EP
20248165,Vũ Huy Nam,2006-03-06,nam.vh248165@sis.hust.edu.vn,IT-E15
20246551,Vũ Thị Trang,2006-06-26,trang.vt246551@sis.hust.edu.vn,IT2
20219802,Phạm Minh Anh,2003-02-10,anh.pm219802@sis.hust.edu.vn,IT-E10
20234952,Phạm Thị Nam,2005-03-26,nam.pt234952@sis.hust.edu.vn,IT2
20206410,Bùi Minh Linh,2002-12-17,linh.bm206410@sis.hust.edu.vn,IT-EP
20213694,Bùi Việt Anh,2003-11-28,anh.bv213694@sis.hust.edu.vn,IT-E10
20213531,Hồ Văn Thảo,2003-01-21,thao.hv213531@sis.hust.edu.vn,IT-EP
20207520,Nguyễn Xuân Anh,2002-07-06,anh.nx207520@sis.hust.edu.vn,IT-E10
20225180,Lê Ngọc Thảo,2004-03-04,thao.ln225180@sis.hust.edu.vn,IT1
20229063,Hoàng Xuân Dũng,2004-08-24,dung.hx229063@sis.hust.edu.vn,IT-EP
20223824,Đỗ Ngọc Nam,2004-02-15,nam.dn223824@sis.hust.edu.vn,IT2
20223979,Đỗ Văn Hương,2004-04-04,huong.dv223979@sis.hust.edu.vn,IT2
20211232,Phạm Thanh Hương,2003-08-24,huong.pt211232@sis.hust.edu.vn,IT-E7
20223944,Nguyễn Văn Anh,2004-12-08,anh.nv223944@sis.hust.edu.vn,IT-E6
20212083,Lê Văn Hương,2003-12-07,huong.lv212083@sis.hust.edu.vn,IT1
20241683,Đỗ Xuân Sơn,2006-05-18,son.dx241683@sis.hust.edu.vn,IT-EP
20248879,Nguyễn Việt Sơn,2006-09-01,son.nv248879@sis.hust.edu.vn,IT-E7
20244487,Bùi Ngọc Thảo,2006-02-25,thao.bn244487@sis.hust.edu.vn,IT2
20245182,Vũ Minh Trang,2006-05-12,trang.vm245182@sis.hust.edu.vn,IT1
20201220,Hoàng Huy Nam,2002-06-15,nam.hh201220@sis.hust.edu.vn,IT-EP
20208731,Hoàng Văn Linh,2002-11-16,linh.hv208731@sis.hust.edu.vn,IT1
20237479,Đặng Huy Anh,2005-10-03,anh.dh237479@sis.hust.edu.vn,IT-E15
20247941,Vũ Thanh Tú,2006-08-11,tu.vt247941@sis.hust.edu.vn,IT-E6
20234177,Lê Huy Sơn,2005-11-18,son.lh234177@sis.hust.edu.vn,IT1
20243573,Vũ Thanh Tú,2006-11-05,tu.vt243573@sis.hust.edu.vn,IT2
20218822,Trần Minh Anh,2003-05-23,anh.tm218822@sis.hust.edu.vn,IT1
20233232,Đỗ Anh Sơn,2005-07-07,son.da233232@sis.hust.edu.vn,IT-E6
20225429,Lê Việt Anh,2004-10-14,anh.lv225429@sis.hust.edu.vn,IT1
20245006,Đỗ Anh Anh,2006-05-25,anh.da245006@sis.hust.edu.vn,IT-E15
20217147,Đỗ Văn Nam,2003-12-24,nam.dv217147@sis.hust.edu.vn,IT-E10
